review_body,sentiment
bought this item about one year ago still working without any problem the only problem is with cord wire the length of the cord is very small so we have to use one extension box nice product everything ok but it has some metallic smell even after using for weeks cord length is same as many brands very helpfull with this product in the morning time worth for money cord is super short and needs to be kept at certain height from the power point kettle heats up water very quickly very useful for our needs value for money its worthy button got defected after year so we changed it otherwise its good only,positive
bought this item in august and the delivery and packaging was as good and sturdy as ve come to expect from amazon using the printer from my macbook is breeze over wifi although printing over wifi from android requires some poorly designed app from canon and has no direct support the only couple of issues faced with this printer were during setup scanning the qr code for the setup guide didn actually lead to much of guide rather boilerplate page would only much later find out the way from that page to the actual guide canon could do better job of surfacing the online guide as the image clarity in the included hard copy is quite poor installation of cartridges seemed to take forever must have removed and re inserted them almost times before they were properly detected no error messages showed up and didn know if had recieved faulty product or if was doing something wrong never having owned printer and always using either copy shops or the huge laser printers at work ended up making mistake in setting up the paper tray leading to jam at the first print itself thankfully it was straightforward to open up the printer from the back side and remove the torn pieces canon could do better job of demonstrating how to set up the paper sheets clearer access to the online guide might ve helped here except for the these minor concerns in setup enjoying using this printer surprisingly since printers alongside projectors are usually the worst items ever developed by the electronics industry ve used all the features so far print colored double sided scan and copy and not faced any issues with quality wifi or the cartridges good scanner printer installation procedure is very simple and priter quality is high had xerox copier but istallation of scanner option could not complete if you are purchasing it for your home use don look any further it has got all the functions you ll find in worth printers all in one includes print scan copy and fax as well colour adf duplex printing wifi you download the app in ur phone and give print commands via mobile itself only two issue that faced firstly the print quality which ll speak to the service center and secondly is the total quantity of color prints have only taken out couple of color printouts bad already the level of ink is guess ll have to purchase larger cartridge very good printer sometimes back to back printing cases paper blockage but overall very happy gud printer but printing cost is expensive in this price range features are very nice got this printer ion nov after days of usage unable to print as it is showing color black ink is low have print less than pages and in description they told that pages yield which is totally wrong cannon this was launched as successor for searched everywhere but couldn find credible source to explain the differences between the two researched extensively before purchase to find printer which will fullfil the following criteria for me wifi enabled so that we can print with smartphone without opening the laptop clear color print decent for child homework photo quality not required and cheap to run seem to fit all the criteria so ordered this even the canon authorised showroom didn have in stock so ordered the off amazon summary fullfills top two criteria though is little expensive if you do more than the occasional print delivery was days earlier than the delivery date shown on amazon so that was great it was just the printer box with no outer packing the box was sealed with cello tape and not sealed so suspect it had been opened at some point thankfully all the components were there and the seal on the printer and cartridges were intact so was ok with the delivery setup was smooth on both my smartphone and laptop over wifi never had to use the usb cable setup was through the canon app on phone and the canon website link for both given in manual which guides step by step on how to setup did not face any challenges and the setup and printing has been smooth from all devices color prints are bit faded on plain paper gsm this might be function of the paper and not the printer the black white prints are crisp and sharp the print speed is decent the only negative is the amount of ink consumption while the box says color prints and both my cartridges are showing at after color print and around specially for color prints the printer tends to drop the cartridge level by notch after just prints suspect the color cartridge will not last longer that full color pages refilling the cartridges few times is of course an option but it is messy and requires practice this is fine for me as need color prints very rarely special mention for the adf and duplex printing both the features are extremely useful duplex printing is especially unique in this price range and comes in very handy while printing larger documents overall am happy with my purchase after couple of weeks of usage will update the review if run into any issues,neutral
bought this phone after tonnes of research and watching and reading several you tube videos and blog reviews of multiple phones my budget was around max and this one somehow fit in all ways had almost finalized one plus nord ce but changed my mind at the last moment and don regret ve used redmi phones before so aware of the sturdiness and value for money they offer got this for with close to exchange on my one year old tecno spark phone one of the worst phones ve ever used refer to my tecno spark review for that here my review of this phone based on months of usage pros build quality is good finishing and lookwise it sleek and quite comfortable in hand back camera is really good better with the ai camera the mp gives good pictures although not comparable to phone or google pixel quality but for the price range it not bad portrait mode gives great pictures in well lit conditions decent in low light with night mode charger is very efficient phone gets fully charged within mins from below battery levels battery backup is decent with normal usage charge easily lasts for one and half day or more dolby atmos dual speakers are really good you could be watching movies on this and feel the surround sound through the speakers pretty loud too no lagging and smooth touch refresh rate is pretty good unlike some of the earlier redmi phones or chinese phones in general there are negligible auto installing bloatwares android performance so far has been satisfactory hasslefree usage in general something that struggled with lot with my earlier techno spark phone for basic functionalities cons front camera could ve been lot better in daylight conditions picture colors aren vibrant enough and in low light pictures come grainy dissatisfied with that amoled display isn as good as had expected especially becomes evident when light reflects on the screen while you re watching something nothing else worth mentioning that can think of right now may update this review if anything encountered for people with budget looking for good overall usage phone having this phone is worth shot along with nord ce lite nice phone with good battery backup fast charging sturdy body and good process speed camera quality is not good enough but overall good budget phone battery is decent charging is very fast camera is averaging overall nice product the phone is good from all aspects bug if ur looking for good camera this is not the one the price of the product is higher at the time of launch within month it dropped by the price qty is ok some features are missing which are available in chinese make model pros display super amoled battery life hrs moderate usage fast charging hz refresh rate work seamlessly cons miui lots of unnecessary apps processor sd is too old main camera not up to the mark overall just want to say if you re looking for phone to watch movies and series and casual gaming go for it pubg cod feels fantastic in this without any lag if looking for heavy gaming or looking for camera phone this one is not for you brother good phone need improvement in camera this mobile has the best camera compared with other models,neutral
bought this power bank to use during my vacation with family it is sturdy but bit on heavier side can charge three phones at time if you use the two usb and third type port as well for charging the speed of charging is alright and appropriate the one and only drawback experienced is the weight of the power bank itself without this limitation it could be really amazing product to buy bit heavy but does its job takes tooooooo much time to charge whatever mention in the description is not correct at all with regards to the powerbank charging needed an extra power bank with larger capacity so this time thought to give ambrane try as already have honor mi power banks ah ones though it was not perfect match for mi or honor ones iit did live up to my expectations for the range inside box powerbank micro usb cable carry pouch depends on which package you received more below user manual warranty card general leaflet feedback leaflet some details mfg october charging time hrs min via charger low battery indication to full charge backup was able to charge redmi note pro mah battery times with regular usage in between pros high capacity power bank with dual input micro usb or usb dual output via usb ports not fast charge quick charge device but has an output of which is good enough touch button for power checks or switch it on for charging device it comes with carry pouch more below on this part compact form factor sturdy design with abs body cons it does not auto start charging when the device is connected since it has touch button instead of push button it activates accidentally switching it on every time during handling there is lot of conversion loss backup is slightly less for ah power bank cons are significant enough to reduce star there is scope for improvement points in this product in the same range so device led status st nd rd th led blinking while charging power bank status of charge in terms of no of leds blinking leds solid white while charging other devices status of remaining battery in terms of no of leds one blinking while charging other devices low battery all led solid glow battery fully charged ambrane box debate when first received this power bank it came in small box approx cm mfg aug with everything forced in congested space the issue had in this one was that it came with open seal no poly wrap around product box as if it was used product or was tampered in between so was skeptical about the authenticity of the product and ordered replacement right away this one had usb cable but no carry pouch when replacement came it came in poly wrapped bigger box cm mfg oct with an outer sleeve and main box inside with hologram seal maybe ambrane changed the packaging the hologram seal here was intact but was also not applied properly to secure the opening looked like it was applied with an open box so its presence was useless this one came with micro usb cable and carry pouch carry pouch as per my analysis carry pouch comes with the latest october lot which comes in bigger box and was unavailable in earlier lot with small box carry pouch size was appropriate for power bank and had no trouble inserting power bank in it some users reported it having smaller opening but had no trouble with it and found it to be proper fit neither loose nor tight its soft nylon meshed pouch and is nice addon verdict at the price point its not bad deal its midway path low quality and high quality ones you can very well go for ambrane as it makes good quality durable power banks rest nothing is perfect in this world for this thing only days replacement policy from amazon and year warranty from ambrame is available if one can extend the budget by few hundred mi power bank will be better option with metallic body better quality overall have mi honor ambrane power bank and their overall rating will be from low to high ambrane honor mi am putting up this review after day of usage this is the second power bank have bought from ambrane india overall third power bank for my family before to this have bought their pp mah model and also has mi mah power bank both were really good here am putting together all the pros and cons which am able to find after day of usage and also little bit of comparison my dad uses redmi note my mom has mi and am using redmi note pros dual input type and micro usb this is the foremost and primary reason of choosing this power bank over mi or other brands as you don need to carry two cables if your phone has type input which in my family out of has the same easy to carry and hold as it is very compact is size must say in comparison to mi or ambrane pp solid and sturdy built mah capacity with same lithium polymer batteries these are safer then lithium ion batteries this came to know while buying this product cheaper price than mi touch button at the top to know the power status this is something unique it took less than hour to charge my redmi note from to at cell battery indicator which is pretty good and almost equivalent to my wall charger best part same time and charging speed in delhi metro don know either it is pro or con both of my other power banks supports qualcomm quick charge technology while this power bank supports only fast charging at amp but feel this has charged my phone better and faster than mi power bank itself know phone must also supports quick charge technology for fast charging but when use quick charge on my dad redmi note which supports qc either from mi power bank or ambrane pp power bank it kind of heats up the phone also it fluctuates the power and automatically switches between quick charge and fast charging which affects your battery life so it is safer to charge the phone at optimum current at amp cons very stuffy packaging it looks like the power bank has been forced fully stuffed inside the box it has some adhesive tape at the top don know why which when you remove it puts scratches on the top be careful while removing the same no torch light their pp have it only micro cable inside the box definitely heavy but knew this will recommend this as it has slots so we can charge two phones nice product power backup is good but the usb cable provided is very bad it stopped working after few months of usage everything is good but the battery dont last that long when use for charging two device,positive
bought this product after going through lots of reviews on amazon and other websites can say that the product is worth it the first dish we tried on for new year was tangdi kabab it was perfectly cooked awesome product for family of members it worth the money everything is ok go for it easy to use this otg is sturdy product and very easy to operate bakes and cooks in much less time the product is average for grilling it tooks too much time superb purchase as we were thinking to buy otg and this is perfect one good product nice product,positive
bought this product with the hope that it would be good and stable selfie stick but it didnt help at all it is not suitable for large phones like iphone pro max very clumsy and the tripod doesnt stand at all keeps sliding had very difficult time to set up the selfie stick pros useful stick stable only till half length after that it shakes like crap bluetooth remote is given which is very very useful infact necessary would say cons useful only till half opened after that it shakes like anything lacks mount to mount any led flashlight for low light videos biggest con cost of batteries is more than the selfie stick itself now as have no money for going for gimble so am using this as well as bought spare batteries costed me rupees for batteries although must say that you can find the cr battery the one used in this one much cheaper than what paid on either local ecom website or local shops one must have this tripod to get full family picturethe quality is upto the markand it is standing strongly with weight of phonebluetooth control is quick and clear if you are taking photos with your family at home then it is good but if you are single rider and ride solo then its length is normal you will get only half of your photo it should be of such length that the rider can take complete picture with his riding gears then it is good for the riders my suggestion is that it should be more length everything is perfect except if you pull the tripod to long hight superb good at all haven used it much product is good its neat and clean remote works well the part where phone keeps thats too hard to open and it needs to be more sturdy,neutral
bought this remote as my original remote of fire tv stopped working this remote works ok ok so when it works it is interesting get the right bottom popup note from fire tv that the battery is too low in the remote even if the batteries are new if you are in urge to go to specific show and play it sudden it stopps responding to the remote and all of sudden your thumbnails keeps scrolling without you doing anything so the response is in accurate some times when it is working alright some times it goes well without any issues so don know what to say if you want to put extra and buy the original suggest you do that if you are running short on money and not feeling to put that amount for original and you can adjust with the above mentioned issues then you are good to go with this one all the best on your buy guys cheers you ve to press too hard not as responsive as the previous one need to press harder no real problems though nice product thankfully got this to replace firesticks remote which malfunctioned very soon this option is best fit at best cost voice control as well works well not an original remote cheap copy working at the moment but can breakdown any moment never buy separate remote it is useless don buy this product battery drain problem,neutral
bought this splitter for rupees did not find any issue with this product am using my wired realme buds earphone and msi gf laptop to test it my feedbacks my mic is working properly no issue with left and right sound build quality is also not bad splitter used flat cable which seems durable recommended good product overall needed this type of adapter for connecting my mobile headset to my pc for listening recording so it working well on my pc but only problem is if the earphone jack is inserted fully to the line out socket of pc front side the sound is very low so it needs to be inserted only in that way full maximum sound coming working with boya mike when decided to buy this found this with good reviews and amazon recommended after using it for many months there is no disturbance in the quality both mic and sound since use laptop and desktop with same earphone need to frequently connect and remove the earphone from the cable the cable is connected to desktop to connect the earphone directly in laptop having done this so many times there is no issue when it comes to quality have recommended this to my colleagues and they also have liked the performance you can buy this without hesitation the headphone jack works well but when put the mic jack in the pc it creates lot of noise which am easily able to hear it causes bit of irritation sometimes elsewise the product is quite good great product and really durable good product,neutral
bright enough to read in close proximity can light up room get little heated but not an issue build quality is good bit pricey for sure but can go wrong with it hope manufacturer put switch for on off very useful for wfh working perfect great product the product is simply adjustable and brightness is enough for study table ease of use recommended for students found it matches my requirement and also good by material used overall good buying decision enough brightness but there is no control to turn off or dimmable from the led light like mi led light have option to dim and switch off but it doesn have so turn off or turn on the light you will need to plug in or remove it from power bank can keep connected in power bank as it always turns on light when connected if the button of adjustable of brightness was present then the product was marvelous it is helpful for me in my wfh at late night due to this product light is switch off and everybody will sleep without any distraction and also can complete my work,positive
bucks piece can save cable worth hundreds totally recommend just received it and applied on my iphone related cables and connectors specially apple accessories are not that sturdy and doesnt last long due to breakage at the end points due to wear and tear this seems to be very good and low cost investment to protect all of such cables to break due to usage and wear tear have applied in earphones also will be watching over the period if time if it indeed increases the cables life till now feeling good about this useful product price is high you can go for this it is useful after using it the durability of the cable is good very good product it definitely protect your cable it doesn really protect your cable if the cable is starting to wear out you need to use this before the cable starts wearing out it works only if the cable is thick enough but overall good quality good,positive
build quality cheap plastic ka mouse functions smoothly buttonclicks perfect little bit hard should become easier after some time overall good value for money compact and easy to use button bit tight to click rest is good no issues worth to buy budget friendly good working fine month mouse works well but buttons are pretty hard especially the scroll wheel button is even harder the rear end of the mouse the bulgier side is quite higher hence feels bit pushy on the palm area of my hand if you have soft hands you better explore other options if it is for rough use then is good buy,neutral
build quality is good and it is comes with year warranty good product bought it for charging my mobile tab but it doesn work for lenovo tab guys this cable is is best compare of everyone over heat protection quickly charging but chance to shock circuit good nice good quality watt,positive
build quality is very good sound quality is good comfortable to wear it is ok for calls but other person will hear your voice very heavy and sound like old radio or something in this price range its very good earbuds can find better than this under kbest in this price range vry nice one of this range all over best earbuds in this price range really happy love to this product this product is really good as for the money sensor is good lights look cool bass is good battery backup is also good best thing is its bluetooth connectivity which is super fast only limitation is that it connects to only device at time highly recommended,neutral
buy it received in good condition and is working properly this price cabil not good and also short am using from months and charging the phone in good way and it really value for money recommend this cable cable is perfect for charging devices support super fast charging and can be used in vehicle chargers and adapters sturdy and durable for daily use best cable have ever used by amazon worth it guys just take it good quality but over priced,positive
cable is long and durable its worth the purchase recommend this product whoever needs sturdy and fast charging also keep in mind your charger needs to support while using this cable after seeing the reviews ordered for this product for my samsung mobile although the cable is very steady and good it fails the main purpose when keep my mobile for charging the cable pin is very tight and fear while putting and removing my mobile charging chip would break as it is very tight am looking for another alternative so if you are looking for charger for samsung mobile please fo not buy it good superb have oneplus mobile phone and have dash charger and oneplus cable which becomes fast charging combo however when plugged in this cable with dash charger it was not rapidly charging my phone so can say if this is fast charging cable ot not but as common charging cable this is working perfectly fine this is one of the best cable for fast charging have units of meter type cable don think it will get damage soon the quality is very good and charging ultra galaxy note etc without any problem thanks to china standard product worth the money,positive
cable is working propely but the price is on higher side good quality cable was too short hello everyone do not go for this beacuse it says gbs transfer speed but it has very slow speed in comparison to the original cable got from seagate company my original cable shows the cut and copies speed to ssd like to mbs ps per second but this cable does around to mbs mostly the cable is also very thin in size the original seagate had is very thick and sturdy at the end speed matters so if have like or tb external hard drive it will load slowly after connecting folders keep loading and loading so would rather suggest to please go with gbs speed cable which will have type cable worth the money plug fits little tight to the port might damage the port on longer use but does the job well it is good product works with all the laptops and hard drives value for money recomended product good,positive
cable otherwise good like the product quality is good but after month immediately lose of battery health so thats why stop using it not sturdy cable will break in just weeks suggest this product nice,positive
camera and display is very poor quality and battery is very good nothing bad nice phone at reasonable price good nice value for money theek hai not bad good,positive
camera great no words for it outstanding performance at price of rs it can even beat smartphones upto rs in camera department battery for min charging gets discharged used for quora twitter pininterest for min discharged used for upto mb gaming apps so decent battery remember display being amoled full hd with high ppi consumes more battery generally battery stays one and half day if used throughout the day without gaming display very colourful being amoled but only once saw some colourful lines passing horizontally on display but that was only once hope it doesn occur again edit it happened because removed some permissions from system apps it never happened again tip try to keep brightness low prefer dark mode for screen and use dark themes for apps to avoid ghosting screen burns in far future in amoled display of all samsung mobiles heating can feel constant heat while holding it after using it for longer period of time but it not much want to know how much heat feel well it feels the same amount of heat which you generally feel on most budget phones after playing games or using mobiles for long time in low battery performance no issue as others are making it out to be you can play many games its just not smooth in heavy games in daily usage it doesn lag have used sd before this has mtk so near about it gives the same performance as that of sd or we can even say it gives little better performance and is comparable to sd didn play heavy games on this phone but did play games of about gb on my previous phone which had sd so think those games will work here without lag as well tip just because some people got defective piece doesn mean you will too and if you do see any manufacturing defect then you can always place replacement request within days of delivery for defectjve or different product and for damaged product you have to place replacement request before days read return policy for smartphones or check screenshot uploaded now like my review if you found it helpful good smartphone for daily use good battery life doesn hang much my usage is normal and don play games so did not experience heating issues received updates now running on android after latest update write review after using this device almost month days samsung galaxy prime editionram gbrom gbcolour black amazon se liya purchased it on amzon great indian festival ordered placed on september ordered delivered on september delivery package was decent it complete package within price range it working absolutely fine in day to day normal usage you can also play game like bgmi free fire max call of duty without no lagging pros super amoled display battery backup normal usage days hard usage days sot screen on time youtube video with brightness approx hours one ui out of the box with android network connectivity it size inch display hand comfortable charging support virtual ram upto gb always on display mp selfie was great quality mp true camera it camera quality is great with price point cons charger inside box video recording with only camera capturing sound turned off option is not present no video support speak volume was decent not much louder fingerprint is not fast face lock is not determine properly no but it is quality product from samsung if you get it around price point then it great deal ever go for it if you don need pros amoled display mp rear mp front camera one ui knox security ah big battery cons helio processor should be at least helio or equal lots of lags jittering issues it must be fixed improved through software updates mmc storage should be ufs storage no carrier aggregation support only charger in the box should be at least or fast charger writing this review after using it for months my father is using this one good for normal use bought it for around what don like about this phone is camera quality without flashlight the photos are quite good but when we click pictures with flashlight on the quality is not good at all so thats the main concern in this phone hope this issue can be solved with update there is no heating problem phone is working very smoothly am writing this review after month of use phone is overall good battery life is good display is also very good phone has no heating issue although have not played any games on the phone phone is good for normal use display is very good but faced some jitters in while display light goes off it happened many times before updated the phone after update it happens rarely multiple issue in samsung lock screen password issue we can reset the password if you get the lock screen password you have to reset mobile and there is no option for password reset my phone samsung is not getting charged after usage of year sometimes phone is hang issue and not responding would recommend not to buy samsung series if you buy means you would face so many issue and will get frustration definitely this is my first and last mobile in samsung,positive
can buy but only when price is less it not tht oomph feel to write considering the name parker it like regular ball pens rather can tell the ink is too dull compared to other ball pens lot of money taken under the name parkerit the worth of thought parker would be good compared to the lousy pen it uncomfortable don use it at all moneywise good use parker pen because it runs fine the pen has black body but blue jotter refill in it the blue jotter writes awfully the ink flow has reduced over time using this from last years im happy with the product nice packaging quality look,positive
can buy it its really good product for the price ok very good product is nice used it for idli dosa barter kindly suggest what to do the device is good but very loud the jar is damaged ok good,neutral
can say costly although it can do the job like the modal and size bought this one year ago just reviewing now carried this to europe and uk it still working good very good product my adapter fallen from charging point its not working useful product for international travellers but little in the expensive side quality of the product is not upto the mark have uploaded some pictures pls guys check this before you buy very good product verified the purchase,positive
cannot extract small hair and takes lot of time it clearly removes hair from velvet material but in clothes not that much have velvet bed for my dog and this serves it purpose the cost is high and it is not available in the local market it not that great product overall the product is good in pocket friendly range can be used only on velvet type material thread breaks when used on other materials bought it to remove my guinea pig hair from cloths but it doesn work well this works perfectly to remove my dogs hair from sofa and chairs it gathered even the smallest hair awesome product have short hair domestic cats and they like to sleep on my couch this is great way to remove furr without power vacuuming,neutral
case is hard and spacious hard disc and other pandrive cables etc you can put easily it is good to safety and storage fit product for palm size hard drives value for money purchase quality is good looking is nice light in weight good product in this price segment best for this price ok ok product but with comparison to price good product recommend you to buy it is amazing that we are not manufacturing such thing in india,positive
charging does not last for more than days with out use after full recharge battery does not last even one week even in wall clocks charger is not good because no idicate light after battery fully charge get higher wattage too less and required constant charging not even last for month in wall clock battery leakage is another problem pls don buy and waste money instead go for good mah and good brands have tried changing once only it ok please check when buying,neutral
charging power is very less it takes hours to charge even single phone ok type product not very sturdy although it is written fast charging however it charges quite slow compared to original chargers even when one mobile is charged at one time when using regular cable it takes about hrs for full charge when using this cable to the same socket and charger it showing hrs iphone charger last for two months only charging not fast slow charging amh battery watt charger khant full charge slow charging speed,neutral
cheap best genuine black ink first of all the seller needs to add some more decent photos of the product first time searched for it and landed on this one but honestly thought it would be duplicate one but no it is original one photos are attached packing packing is ok ok the bottle comes with plastic cover coating so no worry about that prize in my local store it cost me rupees but including the delivery prize find it cheaper here like rupees or more than that genuinity scan the qr code and it showed it real one photo attached so here we are at the bottom if you need to refill your printer tank and searching for real and cheap one go for it don look elsewhere it may void your warranty and give you some real headache in future always go with the original one thank you buy it original good the pic looks little discomfort but received the original product and satisfies easy to install good printing excellent original color,positive
cheap price looks good value for money product is not strong assembled pets are loose and not fixed firmly works fine with samsung have to wait and see its durability you can buy it nice can buy very good suitable for my samsung tv plastic quality not good true to its name it works absolutely fine with the samsung led just the netflix and prime buttons aren there bt great to use otherwise plastic quality is not good,neutral
check for offera before buying charging cable awesome cable charging data transfer and durability is simply awesome and there is not single disconnection issue which always faced in original mi cable from box bought more time as last cable damaged when phone fell on usb cable port as my phone is heavy and never faced any issues so bought one more time and didn went for replacement as its waste of time and energy also have boat earphones that is also awesome good charging is very slow forget about fast charging not useful at all cable is not fit properly on my samsung galaxy type port if little hit happens then cable is plug it out otherwise length and cable quality is very nice boat type cable doesn support fast charging on oppo earlier was using vooc cable which worked excellent,positive
check for offera before buying charging cable awesome cable charging data transfer and durability is simply awesome and there is not single disconnection issue which always faced in original mi cable from box bought more time as last cable damaged when phone fell on usb cable port as my phone is heavy and never faced any issues so bought one more time and didn went for replacement as its waste of time and energy also have boat earphones that is also awesome good charging is very slow forget about fast charging not useful at all cable is not fit properly on my samsung galaxy type port if little hit happens then cable is plug it out otherwise length and cable quality is very nice works as expecte can charge as well as do data transfer ports fit well have been using boat cable for iphone for some years now and they are very durable,positive
coffee filter is just the right size for small family it has good finish and is easy to wash and clean the size is compact good for making strong filtered coffee for pax what else do you expect just go for it use it everyday no complaints easy to use and maintain clean size could have been bigger overall good for one person you can get it for less price than this in retail shop or even in big bazaar it compact easy to use and makes great cup of coffee good coffee filter simple product works well the filter holes could have been smaller decoction goes down in minute and does not get the strength probably should go to grinder and ask for coarse grinding of the coffee beans,positive
comfortable keys and smooth typing good average ok nothing to say good so the space bar was just horrible zero response from both side of the key and had to press hard in the center part as well and the minus key on the numpad was not working at all you just can use keyboard with space bar like this,neutral
compact product to use during travels or even at home don need to search for different items can just grab it and use it for multiple purposes go for it good for taking notes and reminders in single pack this is especially for those who are used to be more comfortable to be organised nice product you can carry it with you anywhere there is no need to worry about space you can makea list make note and absolutely you can re use it product is good indeed wanted to buy it for long but it is costly today received my package and yeah it is really cute not fully satisfied with the cover but overall its good worth it it is all in good condition and it also comes with pen too really recommend you to buy ut,positive
compatabile for samsung tvs can buy and use them with out any fear it works perfectly like original remote maybe the price can be reduced bit only have week experience it working smoothly till now it works aa expected light weight after putting battery also weighs lesser than original samsung remote not sure about durability but good product and does help for my tv since original remote broke the product and its features are really good and self explaining also the built quality is good the remote is working fine for now but durability not sure as not as the original but does the job it is good for samsung smart tv nice one,neutral
cord is small and sound while heating well built and the buttons have smooth positive feel to the action the kettle heats efficiently and does exactly what it was designed to do and does it very well well worth the extra cost highly recommend excellent this is better than expected easy to use really fast nd above all its safe the length of the cord is okay if you have dedicated spot the vessel or else half foot more will be better and comfortable can recommend this to all wire length is very small product quality is excellent using the same model for the past yrs without any issues we use it for boiling water we boil the water for drinking and for making tea we use the kettle atleast or times day an twice in day we boil water with its full capacity so we boil water or cups to full capacity everyday recently the lid got detached so purchased new one with the same capacity and model to my surprise the kettle comes with bigger plug for which we don have suitable socket hence returned the product and received refund promptly there is no mention of the plug size in the product description give star to the product and wish to buy again only if it is provided with plug hope philips takes note of this advice please use it only for boiling water and there will be no trouble works for years the kettle opening is not so wide compared to some other makes but that will not be an issue if it used only for boiling water as intended chord length is less product is worth,positive
cord is too short good quality in this price range like the product great quality and easy to use ok hai good light weight working good good product value for money mind blowing performance superb worth for money,positive
cord length could be increased little more cm cm because medium bucket size is adequate for covering of cord length for water up to of water in bucket excellently easy to use for old people above age of also hope durability is good for the price price is too expensive when compared with other top brands so hope will not come to repair easily as compared to other brands mean it water heating rod right so obviously gonna use it to heat water for bathing good shoke proof good product ok are saying it is shock proof but in user manual they said don put your hand in water while heating don understand what how they are claiming it as shock proof,positive
cord length is very short can plug near to switch only easy to clean overall nice product cord length best price an other brand thanks amazone easy to clean cord length is sufficient steel body looks bit fragile overall good product go for it this kettle is scaling alot white particles float in the water after boiling it just week so why is it scaling so much we are using good water not borewell water what is the remedy will you be replacing the kettle by giving me new better one please let tk know as soon as possible thank you very good product more moicy while heating good size and easy to clean,neutral
cord length shoul may be longer the product quality is good very nice mai istemal kiya hoo kaphi fast obala raha tuta dhakan good size kettle nice looking however on first use which was for testing purpose there was cable burning smell though nothing as such happened may be due to first time use it was trying to adjust heat value for money nice product the cord length is well enough and easy to clean the kettle,neutral
cost effective this is good for heating your personal self and you will need to sit next to it over hours it will heat up big room the auto switch off does work very light would have loved if the cord has bit longer its light weight and convenient to use but the jali gets heated need to work on it to make it remains cool like havells fine be ready for increased rs electricity bill monthly in winter during this device use bit costly otherwise better than the competition useful for very small room only and consumes lot of energy doest blow heat too far very less heat doesent heat room properly it is not able to hear my small sized room think you should go for rod heating heater,positive
cover is perfect size wise and it exactly same as shown in picture can go for it best product and best fitting for remote value for money soft materials nice recommend this product thanks amazon and shopoflux team just ok as described in description quality is good don know about durability as just week of use one thing that cover will appear bit high than button so keys are not easy accessible though it not the fault of the cover mi remote keys aren popped out too much good quality perfect fit and material feels good must buy product fits with the mentioned product cover is perfect fit and feels good in hand our remote had little loose battery housing but this will help it hold perfectly only issue which comes with any silicon case would be keeping it clean but it looks great if you keep it right,positive
current problem in water would say not bad purchase as the size is small it can hot hold lot of hot water but still very handy for kitchen if used with very moderate tap speed it can give you moderate warm water continually which is plus should give it try if looking for cheaper and best option for kitchen use it very easy to install sufficient warm water for kitchen sufficient warm for bath also value for money first day usage review the product was very bad because curent pass in body so don purches this product the portable geyser is awesome and used today the whole day and in degree temperature if get continous running hot water in kitchen nothing is best really really loved it must must purchase it thank you so much for such useful product easy to hang it can be hanged at any place very bad product not work even months as well as seller is not supporting in warranty liked the size it is light and easy to install,neutral
